azimuthal_phi,cross_section
0.2764976958525315,0.00017873485868102293
50.04608294930875,-0.00007806191117092857
100.36866359447005,-0.0005351278600269178
150.4147465437788,-0.0008226110363391656
200.18433179723505,-0.0008468371467025571
250.23041474654374,-0.0005997308209959623
299.7235023041475,-0.00016366083445491244
350.0460829493088,0.0001674293405114402
359.7235023041475,0.00017873485868102293
24.60829493087557,0.00011090174966352651
74.93087557603688,-0.0003122476446837146
125.52995391705068,-0.0007063257065948856
175.29953917050693,-0.0008646029609690446
225.8986175115207,-0.0007515477792732166
275.1152073732719,-0.0003994616419919245
324.3317972350231,0.000041453566621803837